14 1000 10000 0.95 1 1 0 inf 762839 4.66715e+06 0 0 0.016834 0.0022718 0 20.4754 3.67906 1.19738
28 1000 10000 0.95 1 1 0 inf 942692 9.50674e+06 0 0 0.0268647 0.0020817 0 31.9838 3.80461 1.22177
42 1000 10000 0.95 1 1 0 inf 893455 1.15043e+07 0 0 0.0430845 0.00229169 0 26.6955 2.65321 0.909026
56 1000 10000 0.95 1 1 0 inf 837241 1.13903e+07 0 0 0.062564 0.00235946 0 23.5352 2.35924 0.813331
70 1000 10000 0.95 1 1 0 inf 782169 1.57566e+07 0 0 0.0851261 0.00234398 0 33.1961 2.09169 0.723928
84 1000 10000 0.95 1 1 0 inf 749493 1.66091e+07 0 0 0.106653 0.00235675 0 30.3401 1.8295 0.63719
98 1000 10000 0.95 1 1 0 inf 716223 1.62154e+07 0 0 0.127893 0.00239195 0 30.2679 1.77262 0.61959
112 1000 10000 0.95 1 1 0 inf 661555 1.40118e+07 0 0 0.157248 0.00238375 0 38.3526 2.07081 0.723792
126 1000 10000 0.95 1 1 0 inf 666563 2.04949e+07 0 0 0.170571 0.00253914 0 50.1658 1.79946 0.621267
140 1000 10000 0.95 1 1 0 inf 632357 1.68086e+07 0 0 0.196323 0.00265336 0 43.5374 2.13184 0.748424
154 1000 10000 0.95 1 1 0 inf 644896 1.60555e+07 0 0 0.209413 0.00285535 0 40.8203 2.13031 0.735643
168 1000 10000 0.95 1 1 0 inf 599721 1.86694e+07 0 0 0.246762 0.00288566 0 44.2639 1.94989 0.679431
182 1000 10000 0.95 1 1 0 inf 618962 1.81318e+07 0 0 0.258904 0.0031246 0 43.6955 1.92892 0.673939
196 1000 10000 0.95 1 1 0 inf 629385 1.5232e+07 0 0 0.281785 0.00305995 0 37.5725 2.13608 0.753209
210 1000 10000 0.95 1 1 0 inf 595595 1.79189e+07 0 0 0.326152 0.00313252 0 43.0349 2.10348 0.741161
224 1000 10000 0.95 1 1 0 inf 639061 1.58932e+07 0 0 0.32664 0.00347785 0 38.9314 6.12056 1.68752
