50 1000 1000 0.95 16 16 1000 25520.4 42442.3 43202.5 0.0219 0.152772 0.0233779 0.0188062 193.105 66.245 35.5955 10.697 
50 1000 1000 0.95 16 16 10000 45428.4 173356 164513 0.071 0.694596 0.0241053 0.0192246 371.999 16.8737 12.365 3.54646 
50 1000 1000 0.95 16 16 100000 38357.2 279880 241016 0.0636 1.0551 0.0210899 0.0200274 385.29 10.7351 15.2249 4.09053 
50 1000 1000 0.95 16 16 1e+0646046.9 302539 273716 0.0585 0.848072 0.0225828 0.0184029 391.681 10.4465 14.0713 3.59309 
