14 1000 10000 0.95 100 1 0 inf 222151 313381 0 0 0.056809 0.0386112 0 268.662 107.199 6.07591
28 1000 10000 0.95 100 1 0 inf 361925 533042 0 0 0.0681815 0.0449958 0 328.582 53.5173 15.7415
42 1000 10000 0.95 100 1 0 inf 492309 724839 0 0 0.0773274 0.0522199 0 358.173 30.2789 15.2129
56 1000 10000 0.95 100 1 0 inf 596742 865088 0 0 0.0861275 0.0573794 0 389.434 35.625 17.8819
70 1000 10000 0.95 100 1 0 inf 703772 1.03673e+06 0 0 0.0964243 0.0625658 0 436.837 65.4377 32.686
84 1000 10000 0.95 100 1 0 inf 776395 1.10909e+06 0 0 0.105314 0.0683425 0 472.571 80.7678 40.0781
98 1000 10000 0.95 100 1 0 inf 832195 1.1947e+06 0 0 0.113495 0.0730961 0 497.236 102.281 50.1109
112 1000 10000 0.95 100 1 0 inf 878341 1.31024e+06 0 0 0.121052 0.0760082 0 513.472 136.842 65.3526
126 1000 10000 0.95 100 1 0 inf 857931 1.28463e+06 0 0 0.128515 0.0834254 0 540.256 202.173 91.3315
140 1000 10000 0.95 100 1 0 inf 891239 1.2769e+06 0 0 0.136419 0.0901558 0 583.996 250.819 105.929
154 1000 10000 0.95 100 1 0 inf 950298 1.37592e+06 0 0 0.14346 0.0917977 0 586.635 294.237 110.89
168 1000 10000 0.95 100 1 0 inf 978441 1.35155e+06 0 0 0.153099 0.102878 0 631.567 377.489 126.717
182 1000 10000 0.95 100 1 0 inf 1.02073e+06 1.39771e+06 0 0 0.161049 0.109805 0 712.245 439.809 130.557
196 1000 10000 0.95 100 1 0 inf 1.05e+06 1.359e+06 0 0 0.171468 0.119195 0 696.756 502.549 127.05
210 1000 10000 0.95 100 1 0 inf 1.07256e+06 1.41642e+06 0 0 0.181843 0.126766 0 765.285 588.856 116.448
224 1000 10000 0.95 100 1 0 inf 1.13313e+06 1.43926e+06 0 0 0.188767 0.13437 0 722.628 676.413 99.1361
